"MIM"	"OMIM_disease_title"	"phecodes"
"OMIM_613640"	"#613640 NEUROPATHY, HEREDITARY SENSORY AND AUTONOMIC, TYPE IC; HSAN1C;;HSAN IC;;NEUROPATHY, HEREDITARY SENSORY, TYPE IC; HSN1C;;HSN IC"	"356,359.1,687.4,705,707,710.1"
"OMIM_609152"	"#609152 HYPERTHYROIDISM, NONAUTOIMMUNE;;HYPERTHYROIDISM, CONGENITAL NONAUTOIMMUNE;;HYPERTHYROIDISM, NONAUTOIMMUNE, AUTOSOMAL DOMINANT;;TOXIC THYROID HYPERPLASIA, AUTOSOMAL DOMINANT"	"240,242,242.1,313.1,315.3,427.7"
"OMIM_245200"	"#245200 KRABBE DISEASE;;GLOBOID CELL LEUKODYSTROPHY; GLD; GCL;;GLOBOID CELL LEUKOENCEPHALOPATHY;;GALACTOSYLCERAMIDE BETA-GALACTOSIDASE DEFICIENCY;;GALACTOCEREBROSIDASE DEFICIENCY;;GALC DEFICIENCY"	"287.31,331,331.1,333,341,345.3,350.1,350.3,350.5,356,357,367.9,377.1,378.2,389,772.2,783,789"
"OMIM_236600"	"#236600 HYDROCEPHALUS, NONSYNDROMIC, AUTOSOMAL RECESSIVE 1; HYC1;;HYDROCEPHALY;;VENTRICULOMEGALY"	"315.3,331.1,345.3,348.9"
"OMIM_616053"	"#616053 SPINOCEREBELLAR ATAXIA 40; SCA40"	"292.1,333.1,334.1,350.2,350.3,350.5"
"OMIM_109150"	"#109150 MACHADO-JOSEPH DISEASE; MJD;;SPINOCEREBELLAR ATAXIA 3; SCA3;;SPINOCEREBELLAR ATROPHY III;;AZOREAN NEUROLOGIC DISEASE;;SPINOPONTINE ATROPHY;;NIGROSPINODENTATAL DEGENERATION"	"242.3,290.1,292.1,332,333.4,333.8,334.1,337,338.2,348.9,350.1,350.5,368.2,374.3,378.2,378.5,532,596.5,771.2,772.1,781.2"
"OMIM_611489"	"CORTICOSTEROID-BINDING GLOBULIN DEFICIENCY"	"401,458,798"
"OMIM_613490"	"#613490 ALPHA-1-ANTITRYPSIN DEFICIENCY"	"155,496,496.1,571.51,573,573.3,573.6,580"
"OMIM_158600"	"#158600 SPINAL MUSCULAR ATROPHY, LOWER EXTREMITY, AUTOSOMAL DOMINANT; SMALED;;SMA-LED;;SPINAL MUSCULAR ATROPHY, CHILDHOOD, PROXIMAL, AUTOSOMAL DOMINANT;;SPINAL MUSCULAR ATROPHY, JUVENILE, PROXIMAL, AUTOSOMAL DOMINANT;;KUGELBERG-WELANDER SYNDROME, AUTOSOMAL DOMINANT"	"334.2,350.2,350.5,741.3,772.1,772.3"
"OMIM_614228"	"#614228 CHARCOT-MARIE-TOOTH DISEASE, AXONAL, TYPE 2O; CMT2O;;CHARCOT-MARIE-TOOTH NEUROPATHY, AXONAL, TYPE 2O;;CHARCOT-MARIE-TOOTH DISEASE, AXONAL, AUTOSOMAL DOMINANT, TYPE 2O"	"350.5,359.1,687.4,741.3,772.3"
"OMIM_261100"	"#261100 MEGALOBLASTIC ANEMIA 1;;MGA1;;IMERSLUND-GRASBECK SYNDROME; IGS;;PERNICIOUS ANEMIA, JUVENILE, DUE TO SELECTIVE INTESTINAL MALABSORPTIONOF VITAMIN B12, WITH PROTEINURIA;;ENTEROCYTE COBALAMIN MALABSORPTION;;ENTEROCYTE INTRINSIC FACTOR RECEPTOR, DEFECT OF"	"269,281.1,281.12,290.1,687.4"
"OMIM_614455"	"#614455 CHARCOT-MARIE-TOOTH DISEASE, DOMINANT INTERMEDIATE E; CMTDIE;;CHARCOT-MARIE-TOOTH NEUROPATHY WITH FOCAL SEGMENTAL GLOMERULONEPHRITIS"	"269,350.2,350.5,356,359.1,580.12,585.3,687.4,735.21,772.1"
"OMIM_203200"	"#203200 ALBINISM, OCULOCUTANEOUS, TYPE II; OCA2;;OCULOCUTANEOUS ALBINISM, TYPE II;;OCULOCUTANEOUS ALBINISM, TYROSINASE-POSITIVE;;ALBINISM IIALBINISM, BROWN OCULOCUTANEOUS, INCLUDED; BOCA, INCLUDED;;BROWN OCULOCUTANEOUS ALBINISM, INCLUDED"	"172,172.1,362.7,367.9,368.9,377.1,378,378.2"
"OMIM_615516"	"#615516 MENTAL RETARDATION, AUTOSOMAL RECESSIVE 38; MRT38"	"312,313.1,315.3,345.3,350.2,350.3,378,526.3"
"OMIM_614817"	"#614817 INTERSTITIAL NEPHRITIS, KARYOMEGALIC; KMIN"	"250.5,269,573.6,580.32,585.3,593"
"OMIM_234810"	"#234810 PULMONARY VENOOCCLUSIVE DISEASE 2, AUTOSOMAL RECESSIVE; PVOD2;;HEMANGIOMATOSIS, FAMILIAL PULMONARY CAPILLARY"	"228,415.2,415.21,512.7,512.8"
"OMIM_243500"	"#243500 ISOVALERIC ACIDEMIA; IVA;;ISOVALERIC ACID COA DEHYDROGENASE DEFICIENCY;;IVD DEFICIENCY"	"276.41,276.5,284.1,287.3,292.2,345.3,348.7,430.2,789,798"
"OMIM_610293"	"#610293 GLYCOSYLPHOSPHATIDYLINOSITOL DEFICIENCY;;GPI DEFICIENCY"	"345.3,452,571.81,573.3,579.2"
"OMIM_612780"	"#612780 SEIZURES, SENSORINEURAL DEAFNESS, ATAXIA, MENTAL RETARDATION, ANDELECTROLYTE IMBALANCE; SESAMES;;SESAME SYNDROME;;EPILEPSY, ATAXIA, SENSORINEURAL DEAFNESS, AND TUBULOPATHY;;EAST SYNDROME"	"255.12,275.3,276.14,276.42,276.8,315.3,333.1,334.1,345.3,350.3,356,389.1,586,588,599.5"
"OMIM_104290"	"#104290 ALTERNATING HEMIPLEGIA OF CHILDHOOD 1; AHC1"	"292.4,315.3,333.3,333.4,342,344,345.1,378.2"
"OMIM_602481"	"MIGRAINE, FAMILIAL HEMIPLEGIC, 2"	"291.8,292.1,292.11,292.12,315.3,334.1,340.1,342,345.3,348.7,368,368.2,386.2,783"
"OMIM_253600"	"#253600 MUSCULAR DYSTROPHY, LIMB-GIRDLE, TYPE 2A; LGMD2A;;MUSCULAR DYSTROPHY, LIMB-GIRDLE, TYPE 2; LGMD2;;MUSCULAR DYSTROPHY, PELVOFEMORAL;;LEYDEN-MOEBIUS MUSCULAR DYSTROPHY;;CALPAINOPATHYMYOSITIS, EOSINOPHILIC, INCLUDED"	"352.2,359.1,739,741.3,772.1"
"OMIM_604432"	"#604432 SPINOCEREBELLAR ATAXIA 11; SCA11"	"292.1,334.1,350.5,378.2"
"OMIM_616231"	"#616231 MYOPATHY, VACUOLAR, WITH CASQ1 AGGREGATES; VMCQA"	"425.1,770,771.2,772.3,798"
"OMIM_604360"	"#604360 SPASTIC PARAPLEGIA 11, AUTOSOMAL RECESSIVE; SPG11;;SPASTIC PARAPLEGIA, AUTOSOMAL RECESSIVE, WITH MENTAL IMPAIRMENT ANDTHIN CORPUS CALLOSUM;;SPASTIC PARAPLEGIA, AUTOSOMAL RECESSIVE, COMPLICATED, WITH THIN CORPUSCALLOSUM;;HSP-TCC"	"278.1,292.1,292.4,315.1,315.3,331,334,334.1,345.3,348.9,350.1,350.2,350.3,350.5,351,356,357,362,362.2,367.9,378.2,532,596.5,599.4,599.9,772.3"
"OMIM_274900"	"THYROID HORMONOGENESIS, GENETIC DEFECT IN, 5"	"240,244,315.3"
"OMIM_113750"	"#113750 SKIN/HAIR/EYE PIGMENTATION, VARIATION IN, 4; SHEP4;;SKIN/HAIR/EYE PIGMENTATION 4, FAIR/DARK SKINALBINISM, OCULOCUTANEOUS, TYPE VI, INCLUDED; OCA6, INCLUDED"	"367.9,368.9,378.2"
"OMIM_601678"	"#601678 BARTTER SYNDROME, ANTENATAL, TYPE 1;;HYPOKALEMIC ALKALOSIS WITH HYPERCALCIURIA, ANTENATAL, 1;;HYPERPROSTAGLANDIN E SYNDROME 1"	"255.12,274.21,275.3,276.14,276.42,276.5,315.3,345.3,350.1,561.1,563,586,586.3,588,599.5,687.4,743,771.2,772.3,783,789"
"OMIM_154700"	"#154700 MARFAN SYNDROME; MFS;;MARFAN SYNDROME, TYPE I; MFS1"	"361,365,366,367.1,394.2,395.1,395.2,395.3,415,428.1,442.1,496.1,506,524.3,526.3,550.6,701,728.2,735.1,735.21,736.5,737.3,738.4,739,740,742"
"OMIM_184900"	"STIFF SKIN SYNDROME"	"277.51,356,739,741.2,772.3"
"OMIM_616113"	"#616113 POLYENDOCRINE-POLYNEUROPATHY SYNDROME; PEPNS"	"244.2,292.1,315.3,333.4,334.1,389"
"OMIM_615482"	"#615482 CILIARY DYSKINESIA, PRIMARY, 25; CILD25;;CILIARY DYSKINESIA, PRIMARY, 25, WITH OR WITHOUT SITUS INVERSUS"	"465,475,496,496.3"
"OMIM_614131"	"#614131 FOCAL SEGMENTAL GLOMERULOSCLEROSIS 6; FSGS6;;GLOMERULOSCLEROSIS, FOCAL SEGMENTAL, 6"	"269,580,580.12,585.3,593,782.3"
"OMIM_248900"	"#248900 MAST SYNDROME;;SPASTIC PARAPLEGIA 21, AUTOSOMAL RECESSIVE; SPG21"	"290.1,292.1,292.11,292.12,334.1,350.2,350.5,356,532,772.3"
"OMIM_614947"	"#614947 COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 15; COXPD15"	"278.1,292.2,333.1,334.1,345.3,350.2,350.3,367.9,377.1,378,378.2,426.4"
"OMIM_609273"	"#609273 NEMALINE MYOPATHY 6; NEM6"	"350.2,359.2,741.3,770,772.3"
"OMIM_204300"	"CEROID LIPOFUSCINOSIS, NEURONAL, 4A, AUTOSOMAL RECESSIVE"	"290.1,292.6,296.2,324,331,333.2,334.1,345.3"
"OMIM_601780"	"CEROID LIPOFUSCINOSIS, NEURONAL, 6"	"333,345.3,362,367.9"
"OMIM_176200"	"PORPHYRIA VARIEGATA"	"295.3,356,427.7,563,694.2,785,789,938"
"OMIM_268100"	"#268100 ENHANCED S-CONE SYNDROME; ESCSGOLDMANN-FAVRE SYNDROME, INCLUDED;;RETINOSCHISIS WITH EARLY HEMERALOPIA, INCLUDED;;FAVRE HYALOIDEORETINAL DEGENERATION, INCLUDED"	"362.7,362.9,366,368,368.9"
"OMIM_611131"	"#611131 RETINITIS PIGMENTOSA 37; RP37"	"362.23,362.3,362.7,366,368,368.5,368.9"
"OMIM_272800"	"TAY-SACHS DISEASE"	"290.1,292,342,345.3,350.3,350.5,359.1,367.9,377.1,389,465,573.3,579.2,772.2"
"OMIM_615982"	"#615982 BARDET-BIEDL SYNDROME 4; BBS4"	"278.1,315.3,362,362.7,368,586.2"
"OMIM_602579"	"#602579 CONGENITAL DISORDER OF GLYCOSYLATION, TYPE IB; CDG1B;;CDG IB; CDGIB;;CDG, GASTROINTESTINAL TYPE;;MANNOSEPHOSPHATE ISOMERASE DEFICIENCY;;MPI DEFICIENCY;;PROTEIN-LOSING ENTEROPATHY-HEPATIC FIBROSIS SYNDROME;;SAGUENAY-LAC SAINT-JEAN SYNDROME; SLSJ SYNDROME"	"251.1,350.3,450,557,561.1,569,571,571.51,573,573.3,789"
"OMIM_604416"	"PYOGENIC STERILE ARTHRITIS, PYODERMA GANGRENOSUM, AND ACNE"	"250.1,269,284.1,289.4,560.4,681,686,686.5,706.1,707,716,741.2,745,770"
"OMIM_276700"	"#276700 TYROSINEMIA, TYPE I;;HEPATORENAL TYROSINEMIA;;FUMARYLACETOACETASE DEFICIENCY;;FAH DEFICIENCY"	"155,251.1,275.53,356,359.1,425.1,560.1,571.51,572,573.3,573.4,573.6,578,579.2,580.12,585.2"
"OMIM_615926"	"#615926 WEBB-DATTANI SYNDROME; WEDAS;;HYPOTHALAMO-PITUITARY-FRONTOTEMPORAL HYPOPLASIA WITH VISUAL AND RENALANOMALIES"	"244.2,253.3,253.5,276.11,345.3,350.1,526.3,530.11,586.12,595,596.5,830"
"OMIM_165800"	"#165800 OSTEOCHONDRITIS DISSECANS, SHORT STATURE, AND EARLY-ONSET OSTEOARTHRITIS;OD"	"350.2,726.4,732.7,740"
"OMIM_607475"	"BOTHNIA RETINAL DYSTROPHY"	"362.2,362.7,368"
"OMIM_157640"	"#157640 PROGRESSIVE EXTERNAL OPHTHALMOPLEGIA WITH MITOCHONDRIAL DNA DELETIONS,AUTOSOMAL DOMINANT, 1; PEOA1;;PROGRESSIVE EXTERNAL OPHTHALMOPLEGIA, AUTOSOMAL DOMINANT, 1"	"292.1,296.2,332,334.1,350.1,350.5,352.2,356,366,374.3,378,389.1,532,536.3,772.1,772.3,798"
"OMIM_203700"	"#203700 MITOCHONDRIAL DNA DEPLETION SYNDROME 4A (ALPERS TYPE); MTDPS4A;;ALPERS DIFFUSE DEGENERATION OF CEREBRAL GRAY MATTER WITH HEPATIC CIRRHOSIS;;ALPERS PROGRESSIVE INFANTILE POLIODYSTROPHY;;ALPERS SYNDROME;;ALPERS-HUTTENLOCHER SYNDROME;;NEURONAL DEGENERATION OF CHILDHOOD WITH LIVER DISEASE, PROGRESSIVE;PNDC"	"191.11,290.1,290.12,292.2,331,333.2,334.1,342,344,345.1,345.3,350.3,367.9,377,571.5,571.51,573,573.3,573.6,575.8,772.2,789"
"OMIM_258450"	"#258450 PROGRESSIVE EXTERNAL OPHTHALMOPLEGIA WITH MITOCHONDRIAL DNA DELETIONS,AUTOSOMAL RECESSIVE; PEOB;;PROGRESSIVE EXTERNAL OPHTHALMOPLEGIA, AUTOSOMAL RECESSIVE"	"292.1,296.2,332,334.1,350.1,350.2,350.5,352.2,356,359.1,359.2,367.9,368.5,374.3,377.1,378,394.2,395.1,425,473.4,532,772.1,772.3,798"
"OMIM_607459"	"#607459 SENSORY ATAXIC NEUROPATHY, DYSARTHRIA, AND OPHTHALMOPARESIS; SANDO;;SENSORY ATAXIC NEUROPATHY WITH MITOCHONDRIAL DNA DELETIONS, AUTOSOMALRECESSIVESPINOCEREBELLAR ATAXIA WITH EPILEPSY, INCLUDED; SCAE, INCLUDED"	"292.1,292.2,296.2,333.2,334,334.1,340,345.3,350.5,356,366,374.3,378,378.2,386,389.1,425,536.3,560.4,772.3"
"OMIM_613662"	"#613662 MITOCHONDRIAL DNA DEPLETION SYNDROME 4B (MNGIE TYPE); MTDPS4B;;MITOCHONDRIAL NEUROGASTROINTESTINAL ENCEPHALOPATHY SYNDROME, POLG-RELATED;;MNGIE, POLG-RELATED"	"260,260.1,334.1,345.3,350.3,359.2,378,389,557,560.4,563,579,772.3,785"
"OMIM_613877"	"#613877 LIPODYSTROPHY, FAMILIAL PARTIAL, TYPE 4; FPLD4;;LIPODYSTROPHY, FAMILIAL PARTIAL, ASSOCIATED WITH PLIN1 MUTATIONS"	"250.2,272.12,401,571.5,701.6"
"OMIM_615369"	"#615369 EPILEPTIC ENCEPHALOPATHY, CHILDHOOD-ONSET; EEOC"	"313.3,315.3,345.1,345.11,345.3,938"
"OMIM_604931"	"#604931 CORTISONE REDUCTASE DEFICIENCY 1; CORTRD1"	"278.1,704.2,706.1"
"OMIM_614340"	"#614340 MENTAL RETARDATION, AUTOSOMAL RECESSIVE 27; MRT27"	"292.1,312,315.3,350.3,350.5"
"OMIM_114550"	"HEPATOCELLULAR CARCINOMA"	"070,155,571.51"
"OMIM_615768"	"#615768 SPINOCEREBELLAR ATAXIA, AUTOSOMAL RECESSIVE 16; SCAR16"	"292.1,333.1,334.1,350.1,350.2,378.2,378.5"
"OMIM_614807"	"#614807 MYOPATHY, CENTRONUCLEAR, 4; CNM4"	"292.2,350.3,770"
"OMIM_252605"	"#252605 MUCOLIPIDOSIS III GAMMA;;ML III GAMMA;;MUCOLIPIDOSIS III, COMPLEMENTATION GROUP C;;MUCOLIPIDOSIS IIIC;;ML IIIC;;MUCOLIPIDOSIS III, IRANIAN VARIANT FORM;;MUCOLIPIDOSIS III, VARIANT FORM"	"315.3,331,364.1,367.1,394.1,395.2,736.4,737.1,737.2,737.3,741.2,745"
"OMIM_266920"	"#266920 MAINZER-SALDINO SYNDROME; MZSDS;;CONORENAL SYNDROME;;RENAL DYSPLASIA, RETINAL PIGMENTARY DYSTROPHY, CEREBELLAR ATAXIA,AND SKELETAL DYSPLASIA"	"285,292.2,334.1,362.7,367.9,378.2,571,573.3,575.2,580,585.3,586.2"
"OMIM_613254"	"#613254 TUBEROUS SCLEROSIS 2; TSC2TSC2 ANGIOMYOLIPOMAS, RENAL, MODIFIER OF, INCLUDED"	"170.1,189.11,191.1,191.11,214,215,244,313.1,313.3,315.1,315.3,348.9,362,426.4,586.2,687.2,694.2"
"OMIM_173900"	"POLYCYSTIC KIDNEYS"	"433.5,562.1,573,585.2,586.2"
"OMIM_610921"	"#610921 SURFACTANT METABOLISM DYSFUNCTION, PULMONARY, 3; SMDP3;;PULMONARY ALVEOLAR PROTEINOSIS, CONGENITAL, 3;;INTERSTITIAL LUNG DISEASE DUE TO ABCA3 DEFICIENCY"	"504,504.1,509.1,512.9,513.31,513.4"
"OMIM_615338"	"#615338 EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 16; EIEE16"	"333.2,333.4,342,345.1,345.11,350.3,367.9,377.1"
"OMIM_134610"	"#134610 FAMILIAL MEDITERRANEAN FEVER, AUTOSOMAL DOMINANT;;FMF, AUTOSOMAL DOMINANT"	"269,270.33,418,507,567,585.2,716,745,783,785"
"OMIM_249100"	"FAMILIAL MEDITERRANEAN FEVER"	"270.33,320,420.2,507,567,573.3,579.2,580,585.2,716,745,783,785,790.1"
"OMIM_226750"	"#226750 KOHLSCHUTTER-TONZ SYNDROME; KTZS;;EPILEPSY AND YELLOW TEETH;;EPILEPSY, DEMENTIA, AND AMELOGENESIS IMPERFECTA;;KOHLSCHUTTER SYNDROME"	"290.1,315.3,331,331.1,334.1,345.11,345.3,348.9,350.1,705,772.2"
"OMIM_608540"	"#608540 CONGENITAL DISORDER OF GLYCOSYLATION, TYPE IK; CDG1K;;CDG IK; CDGIK"	"292.2,331,345.3,350.3,350.5,425,425.1,526.3,573,573.3,579.2,580,637,739"
"OMIM_249270"	"#249270 THIAMINE-RESPONSIVE MEGALOBLASTIC ANEMIA SYNDROME; TRMA;;THIAMINE METABOLISM DYSFUNCTION SYNDROME 1 (MEGALOBLASTIC ANEMIA,DIABETES MELLITUS, AND DEAFNESS TYPE); THMD1;;MEGALOBLASTIC ANEMIA, THIAMINE-RESPONSIVE, WITH DIABETES MELLITUSAND SENSORINEURAL DEAFNESS;;ROGERS SYNDROME;;THIAMINE-RESPONSIVE ANEMIA SYNDROME;;THIAMINE-RESPONSIVE MYELODYSPLASIA"	"250.1,250.2,281.1,281.9,285.3,287.3,334.1,345.3,362,362.7,367.9,377.1,378.2,389.1,425,427,427.42,428.1,433.21,433.3,473.4,530.11"
"OMIM_212065"	"#212065 CONGENITAL DISORDER OF GLYCOSYLATION, TYPE IA; CDG1A;;CDG IA; CDGIA;;JAEKEN SYNDROME;;PHOSPHOMANNOMUTASE 2 DEFICIENCY;;CARBOHYDRATE-DEFICIENT GLYCOPROTEIN SYNDROME, TYPE IA, FORMERLY"	"244,269,277.51,286.9,334.1,345.3,350.3,350.5,356,362.7,378.1,378.2,420.2,425,561.1,571,571.5,573.3,573.6,580,586.2,613.8,737.1,739,743,772.3,789"
"OMIM_245570"	"LANDAU-KLEFFNER SYNDROME"	"292.1,292.11,292.12,313.1,315.3,345.3"
"OMIM_209920"	"#209920 BARE LYMPHOCYTE SYNDROME, TYPE II;;BLS, TYPE II;;BARE LYMPHOCYTE SYNDROME; BLS;;SEVERE COMBINED IMMUNODEFICIENCY, HLA CLASS II-NEGATIVE;;SCID, HLA CLASS II-NEGATIVEBARE LYMPHOCYTE SYNDROME, TYPE II, COMPLEMENTATION GROUP A, INCLUDED;;BARE LYMPHOCYTE SYNDROME, TYPE II, COMPLEMENTATION GROUP B, INCLUDED;;BARE LYMPHOCYTE SYNDROME, TYPE II, COMPLEMENTATION GROUP C, INCLUDED;;BARE LYMPHOCYTE SYNDROME, TYPE II, COMPLEMENTATION GROUP D, INCLUDED;;BARE LYMPHOCYTE SYNDROME, TYPE II, COMPLEMENTATION GROUP E, INCLUDED"	"041,070,079,112,117,131,320,323,465,480,555.2,557,561.1,569,591"
"OMIM_188055"	"THROMBOPHILIA DUE TO DEFICIENCY OF ACTIVATED PROTEIN C COFACTOR"	"286.8,286.9,452.2"
"OMIM_601098"	"CHARCOT-MARIE-TOOTH DISEASE, DEMYELINATING, TYPE 1C"	"350.5,356,357,359.1,687.4,772.1"
"OMIM_278760"	"#278760 XERODERMA PIGMENTOSUM, COMPLEMENTATION GROUP F; XPF;;XP, GROUP F;;XERODERMA PIGMENTOSUM VI; XP6XERODERMA PIGMENTOSUM, TYPE F/COCKAYNE SYNDROME, INCLUDED; XPF/CS,INCLUDED"	"172,290.1,315.3,331,333.1,334.1,367.2,378.2,389,689,737.3,739,938"
"OMIM_132900"	"#132900 AORTIC ANEURYSM, FAMILIAL THORACIC 4; AAT4;;FAA4;;AORTIC ANEURYSM/AORTIC DISSECTION AND PATENT DUCTUS ARTERIOSUS"	"395.2,411.4,433.21,442.1"
"OMIM_177850"	"PSEUDOXANTHOMA ELASTICUM, FORME FRUSTEPSEUDOXANTHOMA ELASTICUM, HETEROZYGOUS, INCLUDED"	"348.9,362.2,362.8,363.4,367.1,367.9,395.1,411.3,430.2,440,443.9,578,737.1,737.3"
"OMIM_264800"	"#264800 PSEUDOXANTHOMA ELASTICUM; PXE;;GRONBLAD-STRANDBERG SYNDROMEPSEUDOXANTHOMA ELASTICUM, MODIFIER OF SEVERITY OF, INCLUDED;;PXE, MODIFIER OF SEVERITY OF, INCLUDED"	"362.2,362.8,363.4,368,394.2,395.1,401.22,411.3,425.1,428.1,433.21,440,440.22,578,585.2,694.2"
"OMIM_614473"	"#614473 ARTERIAL CALCIFICATION, GENERALIZED, OF INFANCY, 2; GACI2"	"275.53,401,411.2,411.4,428.1"
"OMIM_162000"	"#162000 HYPERURICEMIC NEPHROPATHY, FAMILIAL JUVENILE, 1; HNFJ1;;HYPERURICEMIC NEPHROPATHY, FAMILIAL JUVENILE; HNFJ;;FAMILIAL JUVENILE HYPERURICEMIC NEPHROPATHY; FJHN;;NEPHROPATHY, FAMILIAL, WITH GOUT;;GOUTY NEPHROPATHY, FAMILIAL JUVENILE"	"274.1,580,585.2"
"OMIM_177200"	"LIDDLE SYNDROME"	"255.12,255.21,276.14,401,427,433.3,563,580,585.2,772.3"
"OMIM_264350"	"#264350 PSEUDOHYPOALDOSTERONISM, TYPE I, AUTOSOMAL RECESSIVE; PHA1B;;PHA I, AUTOSOMAL RECESSIVE"	"255.12,276.12,276.13,276.41,276.5,458,465,561.1,586,789"
"OMIM_614924"	"#614924 COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 12; COXPD12;;LEUKOENCEPHALOPATHY WITH THALAMUS AND BRAINSTEM INVOLVEMENT AND HIGHLACTATE; LTBL"	"276.41,324,333.4,334.1,345.3,350.1,367.9,374.3,378.5,571.5,573.3,575.2"
"OMIM_615207"	"#615207 IL21R IMMUNODEFICIENCY"	"070.4,475,480,496.3,561.1,571.51,573,575.1"
"OMIM_204200"	"CEROID LIPOFUSCINOSIS, NEURONAL, 3"	"290.1,292,292.1,295.3,300.1,315.3,331,332,333.2,345.3,362.2,362.7,367.9,377.1,741.3"
"OMIM_602079"	"TRIMETHYLAMINURIA"	"285,296.2,401,427.7,480,579.2"
"OMIM_613493"	"#613493 IMMUNODEFICIENCY, COMMON VARIABLE, 3; CVID3;;ANTIBODY DEFICIENCY DUE TO CD19 DEFECT"	"041,369.5,381.1,475"
"OMIM_128200"	"#128200 EPISODIC KINESIGENIC DYSKINESIA 1; EKD1;;PAROXYSMAL KINESIGENIC CHOREOATHETOSIS; PKC;;PAROXYSMAL KINESIGENIC DYSKINESIA; PKD;;DYSTONIA, FAMILIAL PAROXYSMAL;;DYSTONIA 10; DYT10"	"333,333.3,333.4,345.3"
"OMIM_602066"	"#602066 CONVULSIONS, FAMILIAL INFANTILE, WITH PAROXYSMAL CHOREOATHETOSIS;ICCA;;INFANTILE CONVULSIONS AND PAROXYSMAL CHOREOATHETOSIS, FAMILIAL;;ICCA SYNDROME;;PAROXYSMAL KINESIGENIC DYSKINESIA WITH INFANTILE CONVULSIONS; PKD/IC"	"300.1,313.2,333,333.3,340,345.11,345.12,345.3,350.3"
"OMIM_605751"	"#605751 SEIZURES, BENIGN FAMILIAL INFANTILE, 2; BFIS2;;CONVULSIONS, BENIGN FAMILIAL INFANTILE, 2; BFIC2"	"340,345.11,345.12"
"OMIM_611881"	"#611881 GLYCOGEN STORAGE DISEASE XII; GSD12;;GSD XII;;ALDOLASE A DEFICIENCY;;ALDOA DEFICIENCY;;ALDOLASE DEFICIENCY, RED CELL;;RED CELL ALDOLASE DEFICIENCY"	"282,285,315.3,359.2,374.3,573.5,574.1,574.3,579.2"
"OMIM_615513"	"#615513 IMMUNODEFICIENCY 14; IMD14;;ACTIVATED PI3K-DELTA SYNDROME; APDS;;P110-DELTA-ACTIVATING MUTATION CAUSING SENESCENT T CELLS, LYMPHADENOPATHY,AND IMMUNODEFICIENCY; PASLI"	"289.4,465,496.3,579.2,681"
"OMIM_613027"	"#613027 GLYCOGEN STORAGE DISEASE IXC; GSD9C;;GSD IXC"	"251.1,272.12,276.41,350.3,571.51,573.3,573.6,575.8,579.2"
"OMIM_607765"	"#607765 BILE ACID SYNTHESIS DEFECT, CONGENITAL, 1; CBAS1;;3-@BETA-HYDROXY-DELTA-5-C27-STEROID OXIDOREDUCTASE DEFICIENCY"	"277.4,277.51,286,356,368,557,561.1,571.51,573,573.3,573.5,573.6,575.2,578,579.2,698,743.1"
"OMIM_615954"	"#615954 ACTH-INDEPENDENT MACRONODULAR ADRENAL HYPERPLASIA 2; AIMAH2;;PRIMARY MACRONODULAR ADRENAL HYPERPLASIA"	"250.42,278.1,743.1"
"OMIM_233100"	"#233100 RENAL GLUCOSURIA; GLYS1;;GLYCOSURIA, RENAL"	"250.5,260.7,276.8,599.5"
"OMIM_261750"	"GLYCOGEN STORAGE DISEASE IXB; GSD9B"	"350.3,561.1,573.3,772.3"
"OMIM_615981"	"#615981 BARDET-BIEDL SYNDROME 2; BBS2"	"278.1,315.3,362,362.7,425"
"OMIM_263800"	"#263800 GITELMAN SYNDROME;;HYPOMAGNESEMIA-HYPOKALEMIA, PRIMARY RENOTUBULAR, WITH HYPOCALCIURIA;;POTASSIUM AND MAGNESIUM DEPLETION"	"255.12,274.21,275.3,276.14,276.8,344,345.3,350.1,588,599.5,687.4,771.2,772.3,785"
"OMIM_614654"	"#614654 COENZYME Q10 DEFICIENCY, PRIMARY, 5; COQ10D5"	"276.41,331,334.1,345.3,350.3,350.5,416"
"OMIM_606854"	"POLYMICROGYRIA, BILATERAL FRONTOPARIETAL"	"315.3,334.1,345.3,350.1,350.2,350.5,378.1,378.2,772.2"
"OMIM_611105"	"#611105 LEUKOENCEPHALOPATHY WITH BRAINSTEM AND SPINAL CORD INVOLVEMENT ANDLACTATE ELEVATION; LBSL;;MITOCHONDRIAL ASPARTYL-TRNA SYNTHETASE DEFICIENCY"	"292.1,292.2,324,333.1,334.1,350.1,350.5,356,378.2,772.1,772.3"
"OMIM_613118"	"#613118 ANTITHROMBIN III DEFICIENCY; AT3D;;THROMBOPHILIA DUE TO ANTITHROMBIN III DEFICIENCY; THPH7"	"415.11,433.2,452.2"
"OMIM_218030"	"#218030 APPARENT MINERALOCORTICOID EXCESS; AME;;AME1;;CORTISOL 11-BETA-KETOREDUCTASE DEFICIENCY"	"255.21,276.14,276.42,362.3,401"
